underlying,underlying_last, exchange,optionroot,optionext,type,expiration,quotedate,strike,last,bid,ask,volume,openinterest,impliedvol,delta,gamma,theta,vega,optionalias,IVBid,IVAsk
SPX,5070.4702,*,SPX240517C00200000,,call,05/17/2024,4/23/2024 04:00:00 PM,200,4864.98,4862.6,4870.8,6,995,0.1255,1,0,-2.7176,0
SPX,5070.4702,*,SPX240517P00200000,,put,05/17/2024,4/23/2024 04:00:00 PM,200,0.05,0,0.05,0,1099,0.1284,0,0,0,0
SPX,5070.4702,*,SPX240517C00400000,,call,05/17/2024,4/23/2024 04:00:00 PM,400,4790.63,4663.4,4671.6,0,10,0.1255,1,0,-5.4353,0
SPX,5070.4702,*,SPX240517P00400000,,put,05/17/2024,4/23/2024 04:00:00 PM,400,0.05,0,0.05,0,583,0.1284,0,0,0,0
SPX,5070.4702,*,SPX240517C00600000,,call,05/17/2024,4/23/2024 04:00:00 PM,600,3930.11,4464.2,4472.4,0,3,0.1255,1,0,-8.1529,0
SPX,5070.4702,*,SPX240517P00600000,,put,05/17/2024,4/23/2024 04:00:00 PM,600,0.05,0,0.05,0,2612,0.1284,0,0,0,0
SPX,5070.4702,*,SPX240517C00800000,,call,05/17/2024,4/23/2024 04:00:00 PM,800,4237.94,4265,4273.1,0,2,0.1255,1,0,-10.8705,0
SPX,5070.4702,*,SPX240517P00800000,,put,05/17/2024,4/23/2024 04:00:00 PM,800,0.05,0,0.05,0,9172,0.1284,0,0,0,0
SPX,5070.4702,*,SPX240517C01000000,,call,05/17/2024,4/23/2024 04:00:00 PM,1000,4071.33,4065.8,4074,1,317,0.1255,1,0,-13.5882,0
SPX,5070.4702,*,SPX240517P01000000,,put,05/17/2024,4/23/2024 04:00:00 PM,1000,0.03,0,0.05,0,6123,0.1284,0,0,0,0
SPX,5070.4702,*,SPX240517C01200000,,call,05/17/2024,4/23/2024 04:00:00 PM,1200,3255.1,3866.6,3874.8,0,11,0.1255,1,0,-16.3058,0
SPX,5070.4702,*,SPX240517P01200000,,put,05/17/2024,4/23/2024 04:00:00 PM,1200,0.05,0,0.1,0,5770,0.1284,0,0,0,0
SPX,5070.4702,*,SPX240517C01400000,,call,05/17/2024,4/23/2024 04:00:00 PM,1400,0,3667.4,3675.6,0,0,0.1255,1,0,-19.0235,0
SPX,5070.4702,*,SPX240517P01400000,,put,05/17/2024,4/23/2024 04:00:00 PM,1400,0.05,0,0.1,0,2042,0.1284,0,0,0,0
SPX,5070.4702,*,SPX240517C01600000,,call,05/17/2024,4/23/2024 04:00:00 PM,1600,3391.82,3468.2,3476.4,0,102,0.1255,1,0,-21.7411,0
SPX,5070.4702,*,SPX240517P01600000,,put,05/17/2024,4/23/2024 04:00:00 PM,1600,0.05,0,0.1,0,1941,0.1284,0,0,0,0
SPX,5070.4702,*,SPX240517C01700000,,call,05/17/2024,4/23/2024 04:00:00 PM,1700,0,3368.6,3376.8,0,0,0.1255,1,0,-23.0999,0
SPX,5070.4702,*,SPX240517P01700000,,put,05/17/2024,4/23/2024 04:00:00 PM,1700,0.05,0,0.1,0,3002,0.1284,0,0,0,0
SPX,5070.4702,*,SPX240517C01800000,,call,05/17/2024,4/23/2024 04:00:00 PM,1800,0,3269.1,3277.2,0,0,0.1255,1,0,-24.4587,0
SPX,5070.4702,*,SPX240517P01800000,,put,05/17/2024,4/23/2024 04:00:00 PM,1800,0.05,0,0.1,0,4510,0.1284,0,0,0,0
SPX,5070.4702,*,SPX240517C01900000,,call,05/17/2024,4/23/2024 04:00:00 PM,1900,0,3169.5,3177.6,0,0,0.1255,1,0,-25.8175,0
SPX,5070.4702,*,SPX240517P01900000,,put,05/17/2024,4/23/2024 04:00:00 PM,1900,0.06,0,0.1,0,3807,0.1284,0,0,0,0
SPX,5070.4702,*,SPX240517C02000000,,call,05/17/2024,4/23/2024 04:00:00 PM,2000,3031.17,3069.9,3078,0,18,0.1255,1,0,-27.1764,0
SPX,5070.4702,*,SPX240517P02000000,,put,05/17/2024,4/23/2024 04:00:00 PM,2000,0.07,0,0.05,0,5183,0.1284,0,0,0,0
SPX,5070.4702,*,SPX240517C02100000,,call,05/17/2024,4/23/2024 04:00:00 PM,2100,0,2970.3,2978.4,0,0,0.1255,1,0,-28.5352,0
SPX,5070.4702,*,SPX240517P02100000,,put,05/17/2024,4/23/2024 04:00:00 PM,2100,0.1,0,0.1,0,2869,0.1284,0,0,0,0
SPX,5070.4702,*,SPX240517C02200000,,call,05/17/2024,4/23/2024 04:00:00 PM,2200,2880.74,2870.7,2878.8,0,4,0.1255,1,0,-29.894,0
SPX,5070.4702,*,SPX240517P02200000,,put,05/17/2024,4/23/2024 04:00:00 PM,2200,0.1,0,0.1,0,5527,0.1284,0,0,0,0
SPX,5070.4702,*,SPX240517C02300000,,call,05/17/2024,4/23/2024 04:00:00 PM,2300,0,2771.1,2779.2,0,0,0.1255,1,0,-31.2528,0
SPX,5070.4702,*,SPX240517P02300000,,put,05/17/2024,4/23/2024 04:00:00 PM,2300,0.07,0,0.1,0,2773,0.1284,0,0,0,0
SPX,5070.4702,*,SPX240517C02400000,,call,05/17/2024,4/23/2024 04:00:00 PM,2400,0,2671.5,2679.6,0,0,0.1255,1,0,-32.6116,0
SPX,5070.4702,*,SPX240517P02400000,,put,05/17/2024,4/23/2024 04:00:00 PM,2400,0.16,0,0.15,0,4857,0.1284,0,0,0,0
SPX,5070.4702,*,SPX240517C02450000,,call,05/17/2024,4/23/2024 04:00:00 PM,2450,0,2621.7,2629.8,0,0,0.1255,1,0,-33.291,0
SPX,5070.4702,*,SPX240517P02450000,,put,05/17/2024,4/23/2024 04:00:00 PM,2450,0.1,0,0.15,0,6179,0.1284,0,0,0,0
SPX,5070.4702,*,SPX240517C02500000,,call,05/17/2024,4/23/2024 04:00:00 PM,2500,2144.67,2571.9,2580,0,1,0.1255,1,0,-33.9705,0
SPX,5070.4702,*,SPX240517P02500000,,put,05/17/2024,4/23/2024 04:00:00 PM,2500,0.18,0.05,0.1,0,5134,0.1284,0,0,0,0
SPX,5070.4702,*,SPX240517C02550000,,call,05/17/2024,4/23/2024 04:00:00 PM,2550,0,2522.1,2530.2,0,0,0.1255,1,0,-34.6499,0
SPX,5070.4702,*,SPX240517P02550000,,put,05/17/2024,4/23/2024 04:00:00 PM,2550,1.05,0.05,0.1,0,2833,0.1284,0,0,0,0
SPX,5070.4702,*,SPX240517C02600000,,call,05/17/2024,4/23/2024 04:00:00 PM,2600,2400.66,2472.3,2480.4,0,1,0.1255,1,0,-35.3293,0
SPX,5070.4702,*,SPX240517P02600000,,put,05/17/2024,4/23/2024 04:00:00 PM,2600,0.11,0.05,0.1,0,2820,0.1284,0,0,0,0
SPX,5070.4702,*,SPX240517C02650000,,call,05/17/2024,4/23/2024 04:00:00 PM,2650,5.95,2422.5,2430.6,0,0,0.1255,1,0,-36.0087,0
SPX,5070.4702,*,SPX240517P02650000,,put,05/17/2024,4/23/2024 04:00:00 PM,2650,0.15,0.05,0.15,0,2114,0.1284,0,0,0,0
SPX,5070.4702,*,SPX240517C02700000,,call,05/17/2024,4/23/2024 04:00:00 PM,2700,0,2372.7,2380.7,0,0,0.1255,1,0,-36.6881,0
SPX,5070.4702,*,SPX240517P02700000,,put,05/17/2024,4/23/2024 04:00:00 PM,2700,0.15,0.05,0.15,0,4503,0.1284,0,0,0,0
SPX,5070.4702,*,SPX240517C02750000,,call,05/17/2024,4/23/2024 04:00:00 PM,2750,5.2,2322.9,2331,0,0,0.1255,1,0,-37.3675,0
SPX,5070.4702,*,SPX240517P02750000,,put,05/17/2024,4/23/2024 04:00:00 PM,2750,0.2,0.05,0.2,0,2511,0.1284,0,0,0,0
SPX,5070.4702,*,SPX240517C02800000,,call,05/17/2024,4/23/2024 04:00:00 PM,2800,0,2273.1,2281.2,0,0,0.1255,1,0,-38.0469,0
SPX,5070.4702,*,SPX240517P02800000,,put,05/17/2024,4/23/2024 04:00:00 PM,2800,0.15,0.1,0.2,0,2817,0.1284,0,0,0,0
SPX,5070.4702,*,SPX240517C02850000,,call,05/17/2024,4/23/2024 04:00:00 PM,2850,0,2223.4,2231.5,0,0,0.1255,1,0,-38.7263,0
SPX,5070.4702,*,SPX240517P02850000,,put,05/17/2024,4/23/2024 04:00:00 PM,2850,0.27,0.1,0.2,0,2802,0.1284,0,0,0,0
SPX,5070.4702,*,SPX240517C02875000,,call,05/17/2024,4/23/2024 04:00:00 PM,2875,0,2198.5,2206.6,0,0,0.1255,1,0,-39.066,0
SPX,5070.4702,*,SPX240517P02875000,,put,05/17/2024,4/23/2024 04:00:00 PM,2875,0.25,0.1,0.2,0,1108,0.1284,0,0,0,0
SPX,5070.4702,*,SPX240517C02900000,,call,05/17/2024,4/23/2024 04:00:00 PM,2900,2136.02,2173.6,2181.7,0,3,0.1255,1,0,-39.4057,0
SPX,5070.4702,*,SPX240517P02900000,,put,05/17/2024,4/23/2024 04:00:00 PM,2900,0.2,0.1,0.2,0,7037,0.1284,0,0,0,0
SPX,5070.4702,*,SPX240517C02925000,,call,05/17/2024,4/23/2024 04:00:00 PM,2925,1395.14,2148.7,2156.8,0,0,0.1255,1,0,-39.7454,0
SPX,5070.4702,*,SPX240517P02925000,,put,05/17/2024,4/23/2024 04:00:00 PM,2925,0.15,0.1,0.2,0,1739,0.1284,0,0,0,0
SPX,5070.4702,*,SPX240517C02950000,,call,05/17/2024,4/23/2024 04:00:00 PM,2950,2090.27,2123.8,2131.9,0,38,0.1255,1,0,-40.0851,0
SPX,5070.4702,*,SPX240517P02950000,,put,05/17/2024,4/23/2024 04:00:00 PM,2950,0.15,0.1,0.25,1,1606,0.1284,0,0,0,0
SPX,5070.4702,*,SPX240517C02975000,,call,05/17/2024,4/23/2024 04:00:00 PM,2975,1293.06,2098.9,2107,0,1,0.1255,1,0,-40.4248,0
SPX,5070.4702,*,SPX240517P02975000,,put,05/17/2024,4/23/2024 04:00:00 PM,2975,0.15,0.1,0.25,2,1543,0.1284,0,0,0,0
SPX,5070.4702,*,SPX240517C03000000,,call,05/17/2024,4/23/2024 04:00:00 PM,3000,2020.45,2074,2082.1,0,42,0.1255,1,0,-40.7645,0
SPX,5070.4702,*,SPX240517P03000000,,put,05/17/2024,4/23/2024 04:00:00 PM,3000,0.15,0.1,0.25,2,6308,0.1284,0,0,0,0
SPX,5070.4702,*,SPX240517C03025000,,call,05/17/2024,4/23/2024 04:00:00 PM,3025,0,2049.1,2057.2,0,0,0.1255,1,0,-41.1042,0
SPX,5070.4702,*,SPX240517P03025000,,put,05/17/2024,4/23/2024 04:00:00 PM,3025,0.15,0.15,0.25,2,2943,0.1284,0,0,0,0
SPX,5070.4702,*,SPX240517C03050000,,call,05/17/2024,4/23/2024 04:00:00 PM,3050,0,2024.2,2032.3,0,0,0.1255,1,0,-41.444,0
SPX,5070.4702,*,SPX240517P03050000,,put,05/17/2024,4/23/2024 04:00:00 PM,3050,0.15,0.15,0.25,2,2384,0.1284,0,0,0,0
SPX,5070.4702,*,SPX240517C03075000,,call,05/17/2024,4/23/2024 04:00:00 PM,3075,0,1999.3,2007.4,0,0,0.1255,1,0,-41.7837,0
SPX,5070.4702,*,SPX240517P03075000,,put,05/17/2024,4/23/2024 04:00:00 PM,3075,0.2,0.15,0.25,2,1058,0.1284,0,0,0,0
SPX,5070.4702,*,SPX240517C03100000,,call,05/17/2024,4/23/2024 04:00:00 PM,3100,1920.87,1974.4,1982.4,0,2,0.1255,1,0,-42.1234,0
SPX,5070.4702,*,SPX240517P03100000,,put,05/17/2024,4/23/2024 04:00:00 PM,3100,0.2,0.15,0.3,2,2681,0.1284,0,0,0,0
SPX,5070.4702,*,SPX240517C03125000,,call,05/17/2024,4/23/2024 04:00:00 PM,3125,0,1949.5,1957.6,0,0,0.1255,1,0,-42.4631,0
SPX,5070.4702,*,SPX240517P03125000,,put,05/17/2024,4/23/2024 04:00:00 PM,3125,0.2,0.15,0.3,2,1914,0.1284,0,0,0,0
SPX,5070.4702,*,SPX240517C03150000,,call,05/17/2024,4/23/2024 04:00:00 PM,3150,0,1924.7,1932.7,0,0,0.1255,1,0,-42.8028,0
SPX,5070.4702,*,SPX240517P03150000,,put,05/17/2024,4/23/2024 04:00:00 PM,3150,0.2,0.15,0.3,2,2502,0.1284,0,0,0,0
SPX,5070.4702,*,SPX240517C03175000,,call,05/17/2024,4/23/2024 04:00:00 PM,3175,1157.64,1899.8,1907.9,0,0,0.1255,1,0,-43.1425,0
SPX,5070.4702,*,SPX240517P03175000,,put,05/17/2024,4/23/2024 04:00:00 PM,3175,0.2,0.2,0.3,2,1774,0.1284,0,0,0,0
SPX,5070.4702,*,SPX240517C03200000,,call,05/17/2024,4/23/2024 04:00:00 PM,3200,1977.54,1874.9,1883,0,16,0.1255,1,0,-43.4822,0
SPX,5070.4702,*,SPX240517P03200000,,put,05/17/2024,4/23/2024 04:00:00 PM,3200,0.25,0.2,0.3,202,5953,0.1284,0,0,0,0
SPX,5070.4702,*,SPX240517C03225000,,call,05/17/2024,4/23/2024 04:00:00 PM,3225,0.93,1850,1858.1,0,6,0.1255,1,0,-43.8219,0
